,ref_E_siliculosus,ref_CHO,ref_A_aegypti
,1.0,1.0,1.0
C00361,1.0,1.0,1.0
C04556,1.0,0.0,0.0
C00602,1.0,0.0,0.0
C12455,1.0,0.0,0.0
C00161,1.0,0.0,0.0
C04405,1.0,0.0,0.0
C04575,1.0,1.0,1.0
C02291,1.0,1.0,1.0
C14397,1.0,0.0,0.0
C00355,1.0,1.0,1.0
C01311,1.0,0.0,0.0
C02739,1.0,0.0,0.0
C03635,1.0,0.0,0.0
C02944,1.0,0.0,0.0
C01115,1.0,0.0,0.0
C01230,1.0,0.0,0.0
C01081,1.0,1.0,1.0
C00787,1.0,0.0,0.0
C00670,1.0,1.0,1.0
C06054,1.0,0.0,0.0
C05809,1.0,0.0,0.0
C15787,1.0,0.0,0.0
C15853,1.0,1.0,1.0
C00232,1.0,0.0,0.0
C00853,1.0,0.0,0.0
C00163,1.0,1.0,1.0
C01507,1.0,1.0,1.0
C01525,1.0,0.0,0.0
C05824,1.0,1.0,1.0
C00206,1.0,1.0,1.0
C02034,1.0,0.0,0.0
C02475,1.0,0.0,0.0
C00685,1.0,0.0,0.0
C16171,1.0,1.0,1.0
C20663,1.0,0.0,0.0
C00366,1.0,1.0,1.0
C02232,1.0,0.0,0.0
C00111,1.0,1.0,1.0
C19703,1.0,0.0,0.0
C00267,1.0,0.0,0.0
C00065,1.0,1.0,1.0
C01164,1.0,1.0,1.0
C00644,1.0,0.0,0.0
C00243,1.0,1.0,1.0
C00365,1.0,1.0,1.0
C06506,1.0,0.0,0.0
C15883,1.0,0.0,0.0
C05556,1.0,0.0,0.0
C08830,1.0,0.0,0.0
C09827,1.0,0.0,0.0
C06505,1.0,0.0,0.0
C00448,1.0,1.0,1.0
C00254,1.0,0.0,0.0
C02823,1.0,0.0,0.0
C05913,1.0,0.0,0.0
C01829,1.0,1.0,1.0
C00921,1.0,0.0,0.0
C05359,1.0,0.0,1.0
C02350,1.0,0.0,0.0
C02165,1.0,1.0,1.0
C00511,1.0,1.0,1.0
C00794,1.0,1.0,1.0
C00544,1.0,1.0,1.0
C02041,1.0,1.0,1.0
C00186,1.0,1.0,1.0
C04036,1.0,0.0,0.0
C00015,1.0,1.0,1.0
C00009,1.0,1.0,1.0
C01245,1.0,1.0,1.0
C00641,1.0,0.0,0.0
C05729,1.0,0.0,0.0
C00026,1.0,1.0,1.0
C01035,1.0,0.0,0.0
C02249,1.0,1.0,1.0
C03406,1.0,1.0,1.0
C01641,1.0,0.0,0.0
C00219,1.0,1.0,1.0
C03741,1.0,0.0,0.0
C16355,1.0,0.0,0.0
C00748,1.0,0.0,0.0
C21029,1.0,1.0,1.0
C00510,1.0,1.0,1.0
C05125,1.0,0.0,0.0
C01640,1.0,0.0,0.0
C00279,1.0,1.0,1.0
C00624,1.0,0.0,0.0
C01563,1.0,0.0,0.0
C01636,1.0,0.0,0.0
C11860,1.0,0.0,0.0
C05631,1.0,0.0,0.0
C00681,1.0,0.0,1.0
C03363,1.0,0.0,0.0
C09826,1.0,0.0,0.0
C11481,1.0,1.0,1.0
C04322,1.0,1.0,1.0
C00196,1.0,0.0,0.0
C02588,1.0,0.0,0.0
C20485,1.0,0.0,0.0
C04916,1.0,0.0,0.0
C01644,1.0,0.0,0.0
C02670,1.0,1.0,1.0
C21057,1.0,0.0,0.0
C00551,1.0,0.0,0.0
C00705,1.0,1.0,1.0
C05903,1.0,0.0,0.0
C05645,1.0,1.0,1.0
C20950,1.0,0.0,0.0
C11175,1.0,1.0,1.0
C16168,1.0,1.0,1.0
C00882,1.0,1.0,1.0
C05906,1.0,0.0,0.0
C00092,1.0,1.0,1.0
C00394,1.0,0.0,0.0
C00362,1.0,1.0,1.0
C20836,1.0,0.0,0.0
C02504,1.0,0.0,0.0
C00512,1.0,0.0,0.0
C00525,1.0,0.0,0.0
C21742,1.0,0.0,0.0
C16404,1.0,0.0,0.0
C00860,1.0,0.0,0.0
C16463,1.0,0.0,0.0
C05608,1.0,0.0,0.0
C00141,1.0,1.0,1.0
C00760,1.0,0.0,0.0
C11924,1.0,1.0,1.0
C00389,1.0,0.0,0.0
C00668,1.0,0.0,0.0
C02741,1.0,0.0,0.0
C00031,1.0,1.0,1.0
C00145,1.0,0.0,0.0
C00046,1.0,0.0,0.0
C00436,1.0,0.0,0.0
C03740,1.0,0.0,0.0
C03360,1.0,1.0,1.0
C02325,1.0,0.0,0.0
C01944,1.0,1.0,1.0
C16218,1.0,1.0,1.0
C00247,1.0,0.0,0.0
C15547,1.0,0.0,0.0
C00128,1.0,1.0,1.0
C00669,1.0,1.0,1.0
C00170,1.0,1.0,1.0
C05273,1.0,1.0,1.0
C14146,1.0,0.0,0.0
C00044,1.0,1.0,1.0
C15496,1.0,0.0,0.0
C11861,1.0,0.0,0.0
C02659,1.0,0.0,0.0
C05435,1.0,0.0,0.0
C01420,1.0,1.0,0.0
C00235,1.0,1.0,1.0
C21943,1.0,0.0,0.0
C00307,1.0,1.0,1.0
C05577,1.0,1.0,1.0
C03150,1.0,1.0,1.0
C01598,1.0,1.0,1.0
C01646,1.0,0.0,0.0
C05936,1.0,1.0,1.0
C00984,1.0,1.0,1.0
C09727,1.0,0.0,0.0
C15786,1.0,0.0,0.0
C02693,1.0,0.0,0.0
C01260,1.0,1.0,1.0
C04144,1.0,0.0,1.0
C21642,1.0,1.0,1.0
C00582,1.0,1.0,1.0
C01635,1.0,0.0,0.0
C00588,1.0,1.0,1.0
C03736,1.0,1.0,1.0
C02094,1.0,1.0,1.0
C00409,1.0,1.0,1.0
C03344,1.0,0.0,0.0
C05813,1.0,0.0,0.0
C11907,1.0,0.0,1.0
C04332,1.0,0.0,0.0
C05130,1.0,1.0,1.0
C00114,1.0,1.0,1.0
C03287,1.0,0.0,0.0
C01284,1.0,1.0,1.0
C07118,1.0,0.0,0.0
C00577,1.0,1.0,1.0
C15780,1.0,0.0,0.0
C04736,1.0,0.0,0.0
C00630,1.0,0.0,0.0
C02985,1.0,1.0,0.0
C00010,1.0,1.0,1.0
C03539,1.0,0.0,0.0
C15781,1.0,0.0,0.0
C01243,1.0,1.0,1.0
C01183,1.0,0.0,0.0
C00633,1.0,0.0,0.0
C00244,1.0,0.0,0.0
C05413,1.0,0.0,0.0
C04377,1.0,0.0,0.0
C06124,1.0,1.0,1.0
C00074,1.0,1.0,1.0
C16532,1.0,1.0,1.0
C00132,1.0,1.0,1.0
C01182,1.0,0.0,0.0
C00011,1.0,1.0,1.0
C01251,1.0,0.0,0.0
C04855,1.0,0.0,0.0
C14180,1.0,1.0,1.0
C11356,1.0,1.0,1.0
C05330,1.0,1.0,1.0
C07350,1.0,0.0,0.0
C01879,1.0,1.0,1.0
C06715,1.0,0.0,0.0
C16434,1.0,1.0,1.0
C08334,1.0,0.0,0.0
C05838,1.0,1.0,1.0
C16528,1.0,1.0,1.0
C00597,1.0,1.0,1.0
C19969,1.0,0.0,0.0
C03899,1.0,0.0,0.0
C01118,1.0,0.0,0.0
C00353,1.0,0.0,1.0
C13425,1.0,0.0,0.0
C15777,1.0,0.0,0.0
C01220,1.0,1.0,1.0
C00704,1.0,1.0,1.0
C03284,1.0,1.0,1.0
C00956,1.0,1.0,1.0
C00284,1.0,0.0,0.0
C01794,1.0,1.0,1.0
C20904,1.0,0.0,0.0
C15867,1.0,0.0,0.0
C00417,1.0,1.0,1.0
C20905,1.0,0.0,0.0
C00127,1.0,1.0,1.0
"C00110, C00621, C21212",1.0,0.0,0.0
C01718,1.0,1.0,1.0
C02646,1.0,0.0,0.0
C17276,1.0,1.0,1.0
C00037,1.0,1.0,1.0
C04677,1.0,1.0,1.0
C00144,1.0,1.0,1.0
C01962,1.0,1.0,1.0
C01832,1.0,0.0,1.0
C00606,1.0,1.0,1.0
C20835,1.0,1.0,1.0
C02938,1.0,0.0,0.0
C00083,1.0,1.0,1.0
C00303,1.0,1.0,1.0
C20948,1.0,0.0,0.0
C00187,1.0,1.0,1.0
C03175,1.0,0.0,0.0
C03546,1.0,1.0,1.0
C05576,1.0,1.0,1.0
C00013,1.0,1.0,1.0
C00483,1.0,1.0,1.0
C06006,1.0,0.0,0.0
C06424,1.0,1.0,0.0
C05261,1.0,1.0,0.0
C00536,1.0,1.0,1.0
C00527,1.0,0.0,1.0
C04272,1.0,0.0,0.0
C04823,1.0,1.0,1.0
C00499,1.0,1.0,1.0
C06007,1.0,0.0,0.0
C02362,1.0,0.0,0.0
C00611,1.0,0.0,0.0
C01149,1.0,1.0,1.0
C11863,1.0,0.0,0.0
C04882,1.0,0.0,0.0
C05686,1.0,1.0,1.0
C00255,1.0,1.0,1.0
C11875,1.0,0.0,0.0
C00084,1.0,1.0,1.0
C02067,1.0,0.0,0.0
C16360,1.0,0.0,0.0
C14151,1.0,0.0,0.0
C11821,1.0,1.0,1.0
C00152,1.0,1.0,1.0
C05839,1.0,1.0,1.0
C00221,1.0,0.0,0.0
C00003,1.0,1.0,1.0
C04702,1.0,0.0,0.0
C16374,1.0,0.0,0.0
C10906,1.0,1.0,1.0
C05634,1.0,1.0,1.0
C11874,1.0,0.0,0.0
C00053,1.0,1.0,1.0
C16565,1.0,0.0,0.0
C05897,1.0,0.0,0.0
C00461,1.0,0.0,1.0
C00859,1.0,0.0,0.0
C00068,1.0,1.0,1.0
C00256,1.0,1.0,1.0
C13870,1.0,0.0,0.0
C10438,1.0,0.0,0.0
C01481,1.0,1.0,0.0
C01943,1.0,0.0,0.0
C00233,1.0,1.0,1.0
C05275,1.0,1.0,1.0
C16330,1.0,0.0,0.0
C00086,1.0,1.0,1.0
C12137,1.0,0.0,0.0
C05529,1.0,1.0,1.0
C03081,1.0,0.0,0.0
C16334,1.0,0.0,0.0
C07113,1.0,0.0,0.0
C00430,1.0,1.0,1.0
C00534,1.0,1.0,1.0
C01079,1.0,1.0,1.0
C19967,1.0,0.0,0.0
C01272,1.0,1.0,1.0
C04376,1.0,1.0,1.0
C04890,1.0,0.0,0.0
C01885,1.0,0.0,0.0
C00493,1.0,0.0,0.0
C00693,1.0,0.0,0.0
C05271,1.0,0.0,0.0
C08613,1.0,0.0,0.0
C21743,1.0,0.0,0.0
C11630,1.0,0.0,0.0
C05265,1.0,0.0,1.0
C00035,1.0,1.0,1.0
C00160,1.0,1.0,1.0
C00647,1.0,1.0,1.0
C06604,1.0,0.0,0.0
C05528,1.0,1.0,1.0
C06608,1.0,0.0,0.0
C00250,1.0,1.0,1.0
C01835,1.0,1.0,1.0
C00154,1.0,1.0,1.0
C00253,1.0,1.0,1.0
C02218,1.0,1.0,1.0
C00238,1.0,1.0,1.0
C01419,1.0,1.0,1.0
C01650,1.0,0.0,0.0
C01643,1.0,0.0,0.0
C16163,1.0,1.0,1.0
C03136,1.0,1.0,1.0
C04425,1.0,0.0,0.0
C00043,1.0,1.0,1.0
C16331,1.0,0.0,0.0
C00020,1.0,1.0,1.0
C16389,1.0,0.0,0.0
C00613,1.0,0.0,0.0
C02470,1.0,1.0,1.0
C16180,1.0,0.0,0.0
C00412,1.0,1.0,1.0
C03492,1.0,1.0,1.0
C03232,1.0,1.0,1.0
C03044,1.0,0.0,0.0
C17556,1.0,0.0,0.0
C01651,1.0,0.0,0.0
C00327,1.0,1.0,1.0
C04732,1.0,0.0,0.0
C05951,1.0,1.0,1.0
C05258,1.0,0.0,0.0
C01762,1.0,1.0,1.0
C01653,1.0,0.0,0.0
C05924,1.0,0.0,0.0
C01233,1.0,0.0,0.0
C19759,1.0,0.0,0.0
C04281,1.0,1.0,1.0
C01322,1.0,0.0,0.0
C08287,1.0,0.0,0.0
C04489,1.0,0.0,0.0
C16469,1.0,0.0,0.0
C04574,1.0,0.0,0.0
C00088,1.0,1.0,1.0
C00601,1.0,1.0,1.0
C15782,1.0,0.0,0.0
C01674,1.0,1.0,1.0
C08821,1.0,0.0,0.0
C03157,1.0,0.0,0.0
C00134,1.0,1.0,1.0
C00159,1.0,1.0,1.0
C21072,1.0,1.0,1.0
C02939,1.0,1.0,1.0
C16387,1.0,0.0,0.0
C00620,1.0,1.0,1.0
C00059,1.0,1.0,1.0
C04590,1.0,0.0,0.0
C00116,1.0,1.0,1.0
C00137,1.0,1.0,1.0
C00118,1.0,0.0,0.0
C01008,1.0,0.0,0.0
C00880,1.0,0.0,0.0
C04411,1.0,0.0,0.0
C06428,1.0,1.0,1.0
C19892,1.0,0.0,0.0
C04043,1.0,1.0,1.0
C20623,1.0,0.0,0.0
C05431,1.0,0.0,0.0
C00954,1.0,1.0,1.0
C01037,1.0,0.0,0.0
C00058,1.0,1.0,1.0
C01494,1.0,0.0,0.0
C00719,1.0,1.0,1.0
C12138,1.0,0.0,0.0
C02593,1.0,1.0,1.0
C01617,1.0,0.0,0.0
C04752,1.0,0.0,0.0
C19966,1.0,0.0,0.0
C01652,1.0,0.0,0.0
C03384,1.0,1.0,1.0
C00986,1.0,1.0,1.0
C00666,1.0,0.0,0.0
C00103,1.0,1.0,0.0
C05619,1.0,0.0,0.0
C06202,1.0,0.0,0.0
C07330,1.0,0.0,0.0
C15522,1.0,1.0,1.0
C00332,1.0,1.0,1.0
C21297,1.0,0.0,0.0
C05107,1.0,1.0,0.0
C01179,1.0,1.0,1.0
C15816,1.0,0.0,0.0
C04494,1.0,1.0,0.0
C08270,1.0,0.0,0.0
C00492,1.0,0.0,0.0
C00346,1.0,1.0,1.0
C14818,1.0,1.0,1.0
C01847,1.0,0.0,0.0
C15545,1.0,0.0,0.0
C00655,1.0,1.0,1.0
C06196,1.0,1.0,1.0
C12204,1.0,0.0,0.0
C00081,1.0,1.0,1.0
C17946,1.0,0.0,0.0
C00213,1.0,1.0,1.0
C01063,1.0,0.0,0.0
C10107,1.0,0.0,0.0
C00207,1.0,1.0,1.0
C02576,1.0,1.0,1.0
C05662,1.0,0.0,0.0
C04454,1.0,0.0,0.0
C04294,1.0,0.0,0.0
C00301,1.0,1.0,1.0
C00099,1.0,1.0,1.0
C03765,1.0,1.0,1.0
C15808,1.0,0.0,0.0
C00101,1.0,1.0,1.0
C02965,1.0,0.0,0.0
C05259,1.0,1.0,1.0
C21006,1.0,0.0,0.0
C00295,1.0,1.0,1.0
C00079,1.0,1.0,1.0
C00121,1.0,1.0,1.0
C02666,1.0,0.0,0.0
C01717,1.0,1.0,1.0
C00474,1.0,1.0,1.0
C00585,1.0,0.0,0.0
C00300,1.0,1.0,1.0
C01143,1.0,1.0,1.0
C00212,1.0,1.0,1.0
C04146,1.0,0.0,0.0
C00689,1.0,0.0,0.0
C08336,1.0,0.0,0.0
C06607,1.0,0.0,0.0
C00272,1.0,1.0,0.0
C00974,1.0,0.0,0.0
C00519,1.0,1.0,1.0
C01144,1.0,0.0,0.0
C12248,1.0,1.0,0.0
C00167,1.0,1.0,1.0
C05108,1.0,0.0,0.0
C21945,1.0,0.0,1.0
C00345,1.0,1.0,1.0
C01269,1.0,0.0,0.0
C00559,1.0,1.0,1.0
C01100,1.0,0.0,0.0
C02305,1.0,1.0,1.0
C06425,1.0,1.0,1.0
C00315,1.0,1.0,1.0
C00120,1.0,1.0,1.0
C01352,1.0,1.0,1.0
C16327,1.0,0.0,0.0
C01638,1.0,0.0,0.0
C00028,1.0,0.0,0.0
C06605,1.0,0.0,0.0
C01024,1.0,1.0,1.0
C01449,1.0,0.0,0.0
C05335,1.0,1.0,1.0
C04785,1.0,0.0,0.0
C00189,1.0,1.0,1.0
C04691,1.0,0.0,0.0
C01189,1.0,1.0,0.0
C04006,1.0,1.0,1.0
C00222,1.0,0.0,1.0
C00151,1.0,0.0,0.0
C01752,1.0,0.0,0.0
C19915,1.0,0.0,0.0
C00870,1.0,1.0,1.0
C12402,1.0,0.0,0.0
C00002,1.0,1.0,1.0
C00296,1.0,0.0,0.0
C00305,1.0,0.0,1.0
C01342,1.0,1.0,1.0
C05610,1.0,0.0,0.0
C01326,1.0,1.0,1.0
C00500,1.0,1.0,1.0
C01231,1.0,0.0,0.0
C06426,1.0,1.0,1.0
C00398,1.0,1.0,1.0
C11865,1.0,0.0,0.0
C05601,1.0,0.0,0.0
C04520,1.0,1.0,1.0
C00978,1.0,1.0,0.0
C01649,1.0,0.0,0.0
C01157,1.0,1.0,1.0
C05702,1.0,0.0,0.0
C17440,1.0,0.0,0.0
C03090,1.0,1.0,1.0
C00449,1.0,0.0,0.0
C00246,1.0,1.0,1.0
C00077,1.0,1.0,1.0
C03162,1.0,0.0,0.0
C00576,1.0,1.0,1.0
C01353,1.0,1.0,1.0
C01094,1.0,1.0,1.0
C21030,1.0,0.0,0.0
C00349,1.0,1.0,1.0
C01083,1.0,1.0,1.0
C00275,1.0,1.0,1.0
C00677,1.0,0.0,0.0
C03120,1.0,0.0,0.0
C02465,1.0,1.0,1.0
C03221,1.0,0.0,1.0
C00323,1.0,0.0,0.0
C01236,1.0,1.0,1.0
C00712,1.0,1.0,1.0
C00741,1.0,0.0,0.0
C04751,1.0,1.0,0.0
C14145,1.0,0.0,0.0
C00745,1.0,0.0,0.0
C00175,1.0,1.0,1.0
C03630,1.0,0.0,0.0
C00286,1.0,1.0,1.0
C22136,1.0,0.0,0.0
C18218,1.0,1.0,1.0
C03648,1.0,0.0,0.0
C14144,1.0,0.0,0.0
C00385,1.0,1.0,1.0
C16435,1.0,1.0,1.0
C05698,1.0,1.0,1.0
C00176,1.0,0.0,0.0
C11857,1.0,0.0,0.0
C01300,1.0,0.0,0.0
C00258,1.0,1.0,1.0
C00942,1.0,1.0,1.0
C01051,1.0,1.0,1.0
C00498,1.0,1.0,0.0
C01330,1.0,1.0,1.0
C05604,1.0,1.0,1.0
C03506,1.0,0.0,0.0
C02209,1.0,0.0,0.0
C01594,1.0,0.0,0.0
C03339,1.0,1.0,1.0
C04856,1.0,0.0,0.0
C04232,1.0,0.0,0.0
C16466,1.0,0.0,0.0
C00590,1.0,0.0,0.0
C05332,1.0,1.0,1.0
C14228,1.0,0.0,0.0
C03871,1.0,0.0,0.0
C00976,1.0,0.0,0.0
C00627,1.0,1.0,1.0
C08586,1.0,0.0,0.0
C20641,1.0,0.0,0.0
C00062,1.0,1.0,1.0
C00236,1.0,1.0,1.0
C00198,1.0,0.0,0.0
C00080,1.0,1.0,1.0
C05267,1.0,0.0,0.0
C02946,1.0,1.0,1.0
C04053,1.0,0.0,0.0
C01956,1.0,0.0,0.0
C15915,1.0,0.0,1.0
C00885,1.0,0.0,0.0
C01648,1.0,0.0,0.0
C02929,1.0,0.0,0.0
C15785,1.0,0.0,0.0
C00104,1.0,1.0,1.0
C00021,1.0,1.0,1.0
C01678,1.0,1.0,1.0
C01596,1.0,0.0,0.0
C15854,1.0,0.0,0.0
C05925,1.0,0.0,0.0
C01222,1.0,1.0,1.0
C11215,1.0,0.0,0.0
C01040,1.0,1.0,1.0
C00826,1.0,0.0,0.0
C02934,1.0,1.0,1.0
C19616,1.0,0.0,0.0
C00041,1.0,1.0,1.0
C05768,1.0,1.0,0.0
C16468,1.0,0.0,0.0
C16173,1.0,1.0,1.0
C00194,1.0,1.0,1.0
C02029,1.0,0.0,0.0
C13690,1.0,1.0,1.0
C15790,1.0,0.0,0.0
C00352,1.0,1.0,1.0
C00418,1.0,1.0,1.0
C00392,1.0,1.0,1.0
C15798,1.0,0.0,0.0
C00450,1.0,1.0,1.0
C01571,1.0,1.0,1.0
C05921,1.0,1.0,1.0
C01682,1.0,0.0,0.0
C01127,1.0,1.0,1.0
C01518,1.0,0.0,0.0
C11811,1.0,0.0,0.0
C00440,1.0,1.0,1.0
C00124,1.0,0.0,0.0
C06367,1.0,0.0,0.0
C00962,1.0,0.0,0.0
C03373,1.0,1.0,1.0
C00133,1.0,1.0,1.0
C00341,1.0,0.0,1.0
C00555,1.0,1.0,1.0
C01595,1.0,1.0,1.0
C03025,1.0,0.0,0.0
C05276,1.0,0.0,1.0
C11538,1.0,0.0,0.0
C07480,1.0,0.0,0.0
C01530,1.0,1.0,0.0
C01527,1.0,0.0,0.0
C08362,1.0,1.0,0.0
